epoch,lambda2,train_acc,test_acc,overfit_gap
1,1e-05,0.7593214285714286,0.7489285714285714,0.010392857142857204
2,1e-05,0.79025,0.7770714285714285,0.013178571428571484
3,1e-05,0.8034107142857143,0.8126428571428571,-0.0092321428571428
4,1e-05,0.7736785714285714,0.7497857142857143,0.02389285714285716
5,1e-05,0.8056964285714285,0.7953571428571429,0.010339285714285662
6,1e-05,0.8075357142857142,0.8048571428571428,0.002678571428571419
7,1e-05,0.8204821428571428,0.8096428571428571,0.010839285714285718
8,1e-05,0.8221607142857142,0.8099285714285714,0.012232142857142803
9,1e-05,0.8028035714285714,0.8108571428571428,-0.008053571428571438
10,1e-05,0.8177678571428572,0.8139285714285714,0.0038392857142857117
11,1e-05,0.82975,0.828,0.0017500000000000293
12,1e-05,0.8207857142857143,0.8090714285714286,0.011714285714285788
13,1e-05,0.8310714285714286,0.822,0.00907142857142862
14,1e-05,0.8346785714285714,0.8166428571428571,0.018035714285714266
15,1e-05,0.8373928571428572,0.831,0.0063928571428572
16,1e-05,0.8085535714285714,0.8130714285714286,-0.004517857142857129
17,1e-05,0.8195357142857143,0.8109285714285714,0.008607142857142813
18,1e-05,0.8226785714285715,0.8132857142857143,0.009392857142857203
19,1e-05,0.8334107142857143,0.8267142857142857,0.006696428571428603
20,1e-05,0.829875,0.8252142857142857,0.004660714285714351
21,1e-05,0.8384464285714286,0.8292142857142857,0.009232142857142911
22,1e-05,0.8475,0.8381428571428572,0.009357142857142842
23,1e-05,0.8131785714285714,0.8053571428571429,0.007821428571428535
24,1e-05,0.8356428571428571,0.8226428571428571,0.013000000000000012
25,1e-05,0.8278928571428571,0.8217857142857142,0.0061071428571428665
26,1e-05,0.8407857142857142,0.8264285714285714,0.014357142857142846
27,1e-05,0.8257321428571428,0.8190714285714286,0.006660714285714242
28,1e-05,0.8314642857142858,0.8155714285714286,0.015892857142857153
29,1e-05,0.8197857142857143,0.8142142857142857,0.0055714285714286715
30,1e-05,0.80825,0.7935714285714286,0.01467857142857143
31,1e-05,0.8433571428571428,0.8294285714285714,0.013928571428571401
32,1e-05,0.7643928571428571,0.7827857142857143,-0.01839285714285721
33,1e-05,0.7752321428571428,0.7955714285714286,-0.020339285714285782
34,1e-05,0.8198214285714286,0.8178571428571428,0.0019642857142857517
35,1e-05,0.8385,0.8267857142857142,0.011714285714285788
36,1e-05,0.7993571428571429,0.8051428571428572,-0.005785714285714283
37,1e-05,0.789375,0.7584285714285715,0.030946428571428597
38,1e-05,0.8007142857142857,0.7864285714285715,0.014285714285714235
39,1e-05,0.8094821428571428,0.8025714285714286,0.0069107142857142145
40,1e-05,0.7695,0.7851428571428571,-0.01564285714285718
41,1e-05,0.8342142857142857,0.83,0.004214285714285726
42,1e-05,0.8158035714285714,0.8222142857142857,-0.00641071428571427
43,1e-05,0.8152678571428571,0.8057857142857143,0.009482142857142772
44,1e-05,0.8213392857142857,0.8097142857142857,0.011624999999999996
45,1e-05,0.8357678571428572,0.8277857142857142,0.007982142857142938
46,1e-05,0.8506785714285714,0.8247857142857142,0.025892857142857162
47,1e-05,0.8302321428571429,0.8180714285714286,0.012160714285714302
48,1e-05,0.8368035714285714,0.8312142857142857,0.005589285714285741
49,1e-05,0.8237857142857142,0.812,0.011785714285714177
50,1e-05,0.8302142857142857,0.8215714285714286,0.008642857142857063
51,1e-05,0.7855714285714286,0.7995714285714286,-0.014000000000000012
52,1e-05,0.8346071428571429,0.8337142857142857,0.0008928571428571397
53,1e-05,0.8147678571428572,0.7998571428571428,0.014910714285714333
54,1e-05,0.8376964285714286,0.8277857142857142,0.009910714285714328
55,1e-05,0.83,0.8260714285714286,0.003928571428571392
56,1e-05,0.8277142857142857,0.8198571428571428,0.007857142857142896
57,1e-05,0.8169107142857143,0.7977857142857143,0.019124999999999948
58,1e-05,0.8202142857142857,0.8020714285714285,0.018142857142857127
59,1e-05,0.8160178571428571,0.8204285714285714,-0.004410714285714268
60,1e-05,0.8100892857142857,0.8106428571428571,-0.0005535714285713755
61,1e-05,0.8338214285714286,0.8284285714285714,0.005392857142857199
62,1e-05,0.8293214285714285,0.8124285714285714,0.016892857142857154
63,1e-05,0.8355535714285715,0.8229285714285715,0.012624999999999997
64,1e-05,0.8023928571428571,0.7783571428571429,0.02403571428571427
65,1e-05,0.8334821428571428,0.8123571428571429,0.02112499999999995
66,1e-05,0.7587142857142857,0.817,-0.058285714285714274
67,1e-05,0.8151607142857142,0.798,0.017160714285714196
68,1e-05,0.8194464285714286,0.8051428571428572,0.014303571428571416
69,1e-05,0.827125,0.7906428571428571,0.03648214285714291
70,1e-05,0.8040892857142857,0.8026428571428571,0.0014464285714286262
71,1e-05,0.8150892857142857,0.8169285714285714,-0.00183928571428571
72,1e-05,0.8321607142857143,0.8083571428571429,0.02380357142857137
73,1e-05,0.8234642857142858,0.8086428571428571,0.014821428571428652
74,1e-05,0.8255535714285714,0.8021428571428572,0.023410714285714285
75,1e-05,0.8270178571428571,0.8097857142857143,0.017232142857142807
76,1e-05,0.8147321428571429,0.7994285714285714,0.015303571428571527
77,1e-05,0.8159821428571429,0.8047142857142857,0.011267857142857163
78,1e-05,0.8367142857142857,0.8246428571428571,0.012071428571428622
79,1e-05,0.8335535714285714,0.8181428571428572,0.015410714285714278
80,1e-05,0.8091071428571428,0.7982857142857143,0.010821428571428537
81,1e-05,0.8353571428571429,0.7895714285714286,0.04578571428571432
82,1e-05,0.8210357142857143,0.8060714285714285,0.014964285714285763
83,1e-05,0.8265,0.8115714285714286,0.014928571428571402
84,1e-05,0.8310714285714286,0.812,0.019071428571428517
85,1e-05,0.8283035714285715,0.8148571428571428,0.013446428571428637
86,1e-05,0.8411607142857143,0.8236428571428571,0.01751785714285714
87,1e-05,0.8212321428571429,0.8045714285714286,0.01666071428571425
88,1e-05,0.8305178571428572,0.7923571428571429,0.038160714285714326
89,1e-05,0.8413571428571428,0.8281428571428572,0.013214285714285623
90,1e-05,0.8337142857142857,0.8168571428571428,0.016857142857142904
91,1e-05,0.8244107142857143,0.8192142857142857,0.005196428571428657
92,1e-05,0.8276607142857143,0.8235714285714286,0.004089285714285684
93,1e-05,0.8065714285714286,0.8094285714285714,-0.0028571428571427804
94,1e-05,0.8300357142857143,0.8117142857142857,0.0183214285714286
95,1e-05,0.8373392857142857,0.823,0.014339285714285777
96,1e-05,0.8233928571428571,0.8185,0.004892857142857143
97,1e-05,0.7975357142857142,0.7937857142857143,0.00374999999999992
98,1e-05,0.8136964285714285,0.8185,-0.004803571428571463
99,1e-05,0.81775,0.8171428571428572,0.0006071428571428061
100,1e-05,0.8226964285714286,0.8086428571428571,0.014053571428571443
